"url","product","price","rating","reviews","vProductName....vivinoProductName.1.","vUrl....vivinoURL"
"/en/wine/trefethen-estate-merlot-2017/p/BP_392729","Trefethen Estate Merlot 2017",298,3.6,673,"Beringer Founders' EstateMerlot2017","https://www.vivino.com/search/wines?q=Trefethen+Estate+Merlot+2017"
"/en/wine/beringer-napa-valley-merlot-2017/p/BP_342815","Beringer Napa Valley Merlot 2017",298,4,17,"BeringerNapaValleyMerlot2017","https://www.vivino.com/search/wines?q=Beringer+Napa+Valley+Merlot+2017"
"/en/wine/kaiken-obertura-cabernet-franc-2016/p/BP_373588","KAIKEN OBERTURA CABERNET FRANC 2016",298,4.2,165,"KaikenOberturaCabernetFranc2016","https://www.vivino.com/search/wines?q=KAIKEN+OBERTURA+CABERNET+FRANC+2016"
"/en/wine/clos-du-mont-olivet-chateauneuf-du-pape-2014/p/BP_487442","Clos du Mont-Olivet Chateauneuf du Pape 2014",305,4,433,"ClosduMont-OlivetChâteauneuf-du-Pape2014","https://www.vivino.com/search/wines?q=Clos+du+Mont-Olivet+Chateauneuf+du+Pape+2014"
"/en/wine/vina-tondonia-reserva-2007/p/BP_378979","Vina Tondonia Reserva 2007",308,4.1,2129,"R. López de Heredia ViñaTondoniaViñaTondoniaReserva2007","https://www.vivino.com/search/wines?q=Vina+Tondonia+Reserva+2007"
"/en/wine/vincent-sophie-morey-santenay-1er-cru-les-hates-2007/p/BP_306795","Vincent & Sophie Morey Santenay Les Hates 2007",310,3.3,2153,"Union Saint Vincent Bordeaux Rouge","https://www.vivino.com/search/wines?q=Vincent+&+Sophie+Morey+Santenay+Les+Hates+2007"
"/en/wine/denis-marchand-marsannay-vieilles-vignes-red-2017/p/BP_343725","Denis Marchand Marsannay Vieilles Vignes Red 2017",310,NA,21,"Domaine Marchand Freres VieillesVignesMarsannay2017","https://www.vivino.com/search/wines?q=Denis+Marchand+Marsannay+Vieilles+Vignes+Red+2017"
"/en/wine/livon-friuli-igt-tiareblu-2014/p/BP_484953","Livon Friuli IGT Tiareblu 2014",310,3.7,10,"LivonTiareblù2014","https://www.vivino.com/search/wines?q=Livon+Friuli+IGT+Tiareblu+2014"
"/en/wine/livon-friuli-igt-tiareblu-2016/p/BP_347619","Livon Friuli IGT Tiareblu 2016",310,NA,14,"LivonTiareblù2016","https://www.vivino.com/search/wines?q=Livon+Friuli+IGT+Tiareblu+2016"
"/en/wine/livon-friuli-igt-tiareblu-2015/p/BP_480182","Livon Friuli IGT Tiareblu 2015",310,3.8,45,"LivonTiareblù2015","https://www.vivino.com/search/wines?q=Livon+Friuli+IGT+Tiareblu+2015"
"/en/wine/clau-de-nell-grolleau-2011/p/BP_384196","Clau De Nell Grolleau 2011",315,3.6,134,"ClaudeNellGrolleau2011","https://www.vivino.com/search/wines?q=Clau+De+Nell+Grolleau+2011"
"/en/wine/potensac-medoc-2011/p/BP_452313","Potensac Medoc 2011",315,3.8,1027,"Château PotensacMédoc2011","https://www.vivino.com/search/wines?q=Potensac+Medoc+2011"
"/en/wine/poujeaux-moulis-en-medoc-2016/p/BP_493436","Poujeaux Moulis en Medoc 2016",315,3.9,43,"Château Branas Grand PoujeauxMoulis2016","https://www.vivino.com/search/wines?q=Poujeaux+Moulis+en+Medoc+2016"
"/en/wine/guigal-chateauneuf-du-pape-2015/p/BP_363940","Guigal Chateauneuf du Pape 2015",318,4.1,1063,"E. GuigalChâteauneuf-du-Pape2015","https://www.vivino.com/search/wines?q=Guigal+Chateauneuf+du+Pape+2015"
"/en/wine/alto-moncayo-veraton-2016/p/BP_196493","Alto Moncayo Veraton 2016",318,4.3,1812,"AltoMoncayoVeraton Garnacha 2016","https://www.vivino.com/search/wines?q=Alto+Moncayo+Veraton+2016"
"/en/wine/masciarelli-marina-cvetic-s-martino-rosso-riserva-montepulciano-dabruzzo-2016/p/BP_344447","Masciarelli Marina Cvetic S. Martino Rosso Riserva Montepulciano d'Abruzzo 2016",318,NA,1325,"Masciarelli Iskra MarinaCveticMontepulcianod'AbruzzoRiserva2016","https://www.vivino.com/search/wines?q=Masciarelli+Marina+Cvetic+S.+Martino+Rosso+Riserva+Montepulciano+d'Abruzzo+2016"
"/en/wine/alto-moncayo-veraton-2017/p/BP_390467","Alto Moncayo Veraton 2017",318,4.2,134,"AltoMoncayoVeraton Garnacha 2017","https://www.vivino.com/search/wines?q=Alto+Moncayo+Veraton+2017"
"/en/wine/clau-de-nell-grolleau-2012/p/BP_422478","Clau De Nell Grolleau 2012",320,3.6,66,"ClaudeNellGrolleau2012","https://www.vivino.com/search/wines?q=Clau+De+Nell+Grolleau+2012"
